field,count,"distinct_count","is_exact",max,mean,min,"numeric_count",stdev,values
"ul_dpLo",35208,5,1,35,"33.340945239718245",31,35208,"0.6570481370874965","[{""value"":""33"",""count"":17929},{""value"":""34"",""count"":13639},{""value"":""32"",""count"":2969},{""value"":""35"",""count"":669},{""value"":""31"",""count"":2}]"
"ul_dpMi",35208,5,1,36,"34.35460690752102",32,35208,"0.6086296957112882","[{""value"":""34"",""count"":18702},{""value"":""35"",""count"":14020},{""value"":""33"",""count"":2165},{""value"":""36"",""count"":318},{""value"":""32"",""count"":3}]"
"ul_duplicatepkts",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_dvmax",35208,9,1,20,"15.45671438309475",12,35208,"1.2001177823470477","[{""value"":""15"",""count"":10215},{""value"":""16"",""count"":10171},{""value"":""14"",""count"":6384},{""value"":""17"",""count"":5568},{""value"":""13"",""count"":1439},{""value"":""18"",""count"":1291},{""value"":""19"",""count"":82},{""value"":""12"",""count"":57},{""value"":""20"",""count"":1}]"
"ul_dvmean",35208,3,1,6,"4.857021131561009",4,35208,"0.4737625394020515","[{""value"":""5"",""count"":26586},{""value"":""4"",""count"":6828},{""value"":""6"",""count"":1794}]"
"ul_dvp25",35208,3,1,5,"3.6441433765053395",3,35208,"0.4791346773434555","[{""value"":""4"",""count"":22667},{""value"":""3"",""count"":12535},{""value"":""5"",""count"":6}]"
"ul_dvp50",35208,3,1,6,"4.7960690752101796",4,35208,"0.5167618434559227","[{""value"":""5"",""count"":24342},{""value"":""4"",""count"":9023},{""value"":""6"",""count"":1843}]"
"ul_dvp75",35208,4,1,8,"6.617984548966144",5,35208,"0.710840474135135","[{""value"":""6"",""count"":15456},{""value"":""7"",""count"":15013},{""value"":""8"",""count"":3828},{""value"":""5"",""count"":911}]"
"ul_dvp95",35208,4,1,12,"10.528147012042718",9,35208,"0.658404403837773","[{""value"":""10"",""count"":17034},{""value"":""11"",""count"":14930},{""value"":""12"",""count"":2303},{""value"":""9"",""count"":941}]"
"ul_dvpHi",35208,5,1,15,"12.538712792547148",11,35208,"0.6371632939763618","[{""value"":""13"",""count"":17809},{""value"":""12"",""count"":14639},{""value"":""11"",""count"":1456},{""value"":""14"",""count"":1298},{""value"":""15"",""count"":6}]"
"ul_dvpLo",35208,5,1,13,"10.947540331742786",9,35208,"0.7271599029720162","[{""value"":""11"",""count"":16879},{""value"":""10"",""count"":10006},{""value"":""12"",""count"":8195},{""value"":""9"",""count"":73},{""value"":""13"",""count"":55}]"
"ul_dvpMi",35208,5,1,14,"11.961201999545558",10,35208,"0.6945736286912024","[{""value"":""12"",""count"":18896},{""value"":""11"",""count"":8486},{""value"":""13"",""count"":7584},{""value"":""10"",""count"":237},{""value"":""14"",""count"":5}]"
"ul_firstpktSeq",35208,500,0,656450224,"652334163.2736878",648216014,35208,"2377643.8178655584","[{""value"":""649114048"",""count"":3},{""value"":""650770743"",""count"":3},{""value"":""650782097"",""count"":3},{""value"":""653555423"",""count"":3},{""value"":""653996846"",""count"":3},{""value"":""654170394"",""count"":3},{""value"":""654614779"",""count"":3},{""value"":""648216022"",""count"":2},{""value"":""648237350"",""count"":2},{""value"":""648243928"",""count"":2},{""value"":""648245778"",""count"":2},{""value"":""648253306"",""count"":2},{""value"":""648253314"",""count"":2},{""value"":""648254250"",""count"":2},{""value"":""648254258"",""count"":2},{""value"":""648256147"",""count"":2},{""value"":""648258027"",""count"":2},{""value"":""648274832"",""count"":2},{""value"":""648274840"",""count"":2},{""value"":""648275739"",""count"":2},{""value"":""648276614"",""count"":2},{""value"":""648283924"",""count"":2},{""value"":""648287560"",""count"":2},{""value"":""648313573"",""count"":2},{""value"":""648320822"",""count"":2},{""value"":""648321729"",""count"":2},{""value"":""648323562"",""count"":2},{""value"":""648328075"",""count"":2},{""value"":""648334356"",""count"":2},{""value"":""648335262"",""count"":2},{""value"":""648335270"",""count"":2},{""value"":""648336160"",""count"":2},{""value"":""648339812"",""count"":2},{""value"":""648341611"",""count"":2},{""value"":""648348971"",""count"":2},{""value"":""648354395"",""count"":2},{""value"":""648358068"",""count"":2},{""value"":""648362746"",""count"":2},{""value"":""648367500"",""count"":2},{""value"":""648376033"",""count"":2},{""value"":""648378801"",""count"":2},{""value"":""648381543"",""count"":2},{""value"":""648384321"",""count"":2},{""value"":""648385230"",""count"":2},{""value"":""648387991"",""count"":2},{""value"":""648390749"",""count"":2},{""value"":""648391663"",""count"":2},{""value"":""648391671"",""count"":2},{""value"":""648397152"",""count"":2},{""value"":""648400870"",""count"":2},{""value"":""648404647"",""count"":2},{""value"":""648406467"",""count"":2},{""value"":""648412969"",""count"":2},{""value"":""648418452"",""count"":2},{""value"":""648419434"",""count"":2},{""value"":""648433640"",""count"":2},{""value"":""648445645"",""count"":2},{""value"":""648451341"",""count"":2},{""value"":""648455032"",""count"":2},{""value"":""648455998"",""count"":2},{""value"":""648477476"",""count"":2},{""value"":""648479290"",""count"":2},{""value"":""648480256"",""count"":2},{""value"":""648483959"",""count"":2},{""value"":""648486764"",""count"":2},{""value"":""648491424"",""count"":2},{""value"":""648497070"",""count"":2},{""value"":""648498959"",""count"":2},{""value"":""648503635"",""count"":2},{""value"":""648511256"",""count"":2},{""value"":""648516933"",""count"":2},{""value"":""648518800"",""count"":2},{""value"":""648521535"",""count"":2},{""value"":""648522457"",""count"":2},{""value"":""648525201"",""count"":2},{""value"":""648540130"",""count"":2},{""value"":""648553410"",""count"":2},{""value"":""648554340"",""count"":2},{""value"":""648562936"",""count"":2},{""value"":""648569632"",""count"":2},{""value"":""648576116"",""count"":2},{""value"":""648584639"",""count"":2},{""value"":""648588431"",""count"":2},{""value"":""648590328"",""count"":2},{""value"":""648591264"",""count"":2},{""value"":""648593123"",""count"":2},{""value"":""648595020"",""count"":2},{""value"":""648595971"",""count"":2},{""value"":""648600596"",""count"":2},{""value"":""648610894"",""count"":2},{""value"":""648618141"",""count"":2},{""value"":""648629334"",""count"":2},{""value"":""648634886"",""count"":2},{""value"":""648639556"",""count"":2},{""value"":""648647986"",""count"":2},{""value"":""648654478"",""count"":2},{""value"":""648657288"",""count"":2},{""value"":""648657296"",""count"":2},{""value"":""648663705"",""count"":2},{""value"":""648665482"",""count"":2}]"
"ul_jStdDev",35208,2,1,3,"2.198648034537605",2,35208,"0.39898811306923754","[{""value"":""2"",""count"":28214},{""value"":""3"",""count"":6994}]"
"ul_jmax",35208,11,1,19,"12.370625994092252",9,35208,"1.3882748681256958","[{""value"":""12"",""count"":9363},{""value"":""13"",""count"":8835},{""value"":""11"",""count"":6557},{""value"":""14"",""count"":5096},{""value"":""10"",""count"":2997},{""value"":""15"",""count"":1769},{""value"":""16"",""count"":356},{""value"":""9"",""count"":168},{""value"":""17"",""count"":57},{""value"":""18"",""count"":9},{""value"":""19"",""count"":1}]"
"ul_jmean",35208,2,1,3,"2.4706600772551695",2,35208,"0.499145515199111","[{""value"":""2"",""count"":18637},{""value"":""3"",""count"":16571}]"
"ul_jmin",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_jp25",35208,1,1,1,1,1,35208,0,"[{""value"":""1"",""count"":35208}]"
"ul_jp50",35208,2,1,3,"2.229038854805726",2,35208,"0.4202202675699087","[{""value"":""2"",""count"":27144},{""value"":""3"",""count"":8064}]"
"ul_jp75",35208,4,1,6,"4.411866621222449",3,35208,"0.4950552817939365","[{""value"":""4"",""count"":20613},{""value"":""5"",""count"":14545},{""value"":""3"",""count"":48},{""value"":""6"",""count"":2}]"
"ul_jp95",35208,4,1,9,"7.692711883662804",6,35208,"0.777967435416895","[{""value"":""7"",""count"":16889},{""value"":""8"",""count"":11412},{""value"":""9"",""count"":6628},{""value"":""6"",""count"":279}]"
"ul_jpHi",35208,6,1,13,"9.577652806180414",8,35208,"0.7912395842942282","[{""value"":""9"",""count"":14668},{""value"":""10"",""count"":14467},{""value"":""11"",""count"":3571},{""value"":""8"",""count"":2198},{""value"":""12"",""count"":289},{""value"":""13"",""count"":15}]"
"ul_jpLo",35208,5,1,10,"8.004686434901158",6,35208,"0.8681051644145013","[{""value"":""9"",""count"":13224},{""value"":""7"",""count"":13129},{""value"":""8"",""count"":8810},{""value"":""10"",""count"":40},{""value"":""6"",""count"":5}]"
"ul_jpMi",35208,5,1,11,"8.821603044762554",7,35208,"0.7827363132713698","[{""value"":""8"",""count"":13955},{""value"":""9"",""count"":13150},{""value"":""10"",""count"":7892},{""value"":""7"",""count"":160},{""value"":""11"",""count"":51}]"
"ul_lastpktSeq",35208,500,0,656451177,"652335097.8738639",648216913,35208,"2377643.4104213547","[{""value"":""649114047"",""count"":3},{""value"":""650770742"",""count"":3},{""value"":""650782096"",""count"":3},{""value"":""653555422"",""count"":3},{""value"":""653996845"",""count"":3},{""value"":""654170393"",""count"":3},{""value"":""654614778"",""count"":3},{""value"":""648237349"",""count"":2},{""value"":""648243927"",""count"":2},{""value"":""648245777"",""count"":2},{""value"":""648253305"",""count"":2},{""value"":""648253313"",""count"":2},{""value"":""648254249"",""count"":2},{""value"":""648254257"",""count"":2},{""value"":""648256146"",""count"":2},{""value"":""648258026"",""count"":2},{""value"":""648274831"",""count"":2},{""value"":""648274839"",""count"":2},{""value"":""648275738"",""count"":2},{""value"":""648276613"",""count"":2},{""value"":""648283923"",""count"":2},{""value"":""648287559"",""count"":2},{""value"":""648313572"",""count"":2},{""value"":""648320821"",""count"":2},{""value"":""648321728"",""count"":2},{""value"":""648323561"",""count"":2},{""value"":""648328074"",""count"":2},{""value"":""648334355"",""count"":2},{""value"":""648335261"",""count"":2},{""value"":""648335269"",""count"":2},{""value"":""648336159"",""count"":2},{""value"":""648339811"",""count"":2},{""value"":""648341610"",""count"":2},{""value"":""648348970"",""count"":2},{""value"":""648354394"",""count"":2},{""value"":""648358067"",""count"":2},{""value"":""648362745"",""count"":2},{""value"":""648367499"",""count"":2},{""value"":""648376032"",""count"":2},{""value"":""648378800"",""count"":2},{""value"":""648381542"",""count"":2},{""value"":""648384320"",""count"":2},{""value"":""648385229"",""count"":2},{""value"":""648387990"",""count"":2},{""value"":""648390748"",""count"":2},{""value"":""648391662"",""count"":2},{""value"":""648391670"",""count"":2},{""value"":""648397151"",""count"":2},{""value"":""648400869"",""count"":2},{""value"":""648404646"",""count"":2},{""value"":""648406466"",""count"":2},{""value"":""648412968"",""count"":2},{""value"":""648418451"",""count"":2},{""value"":""648419433"",""count"":2},{""value"":""648433639"",""count"":2},{""value"":""648445644"",""count"":2},{""value"":""648451340"",""count"":2},{""value"":""648455031"",""count"":2},{""value"":""648455997"",""count"":2},{""value"":""648477475"",""count"":2},{""value"":""648479289"",""count"":2},{""value"":""648480255"",""count"":2},{""value"":""648483958"",""count"":2},{""value"":""648486763"",""count"":2},{""value"":""648491423"",""count"":2},{""value"":""648497069"",""count"":2},{""value"":""648498958"",""count"":2},{""value"":""648503634"",""count"":2},{""value"":""648511255"",""count"":2},{""value"":""648516932"",""count"":2},{""value"":""648518799"",""count"":2},{""value"":""648521534"",""count"":2},{""value"":""648522456"",""count"":2},{""value"":""648525200"",""count"":2},{""value"":""648540129"",""count"":2},{""value"":""648553409"",""count"":2},{""value"":""648554339"",""count"":2},{""value"":""648562935"",""count"":2},{""value"":""648569631"",""count"":2},{""value"":""648576115"",""count"":2},{""value"":""648584638"",""count"":2},{""value"":""648588430"",""count"":2},{""value"":""648590327"",""count"":2},{""value"":""648591263"",""count"":2},{""value"":""648593122"",""count"":2},{""value"":""648595019"",""count"":2},{""value"":""648595970"",""count"":2},{""value"":""648600595"",""count"":2},{""value"":""648610893"",""count"":2},{""value"":""648618140"",""count"":2},{""value"":""648629333"",""count"":2},{""value"":""648634885"",""count"":2},{""value"":""648639555"",""count"":2},{""value"":""648647985"",""count"":2},{""value"":""648654477"",""count"":2},{""value"":""648657287"",""count"":2},{""value"":""648657295"",""count"":2},{""value"":""648663704"",""count"":2},{""value"":""648665481"",""count"":2},{""value"":""648669178"",""count"":2}]"
"ul_lostburstmax",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_lostburstmin",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_lostperc",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_lostperiods",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_lostpkts",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_misorderpkts",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_mos",35208,1,1,4409286,4409286,4409286,35208,0,"[{""value"":""4409286"",""count"":35208}]"
"ul_r",35208,1,1,93200000,93200000,93200000,35208,0,"[{""value"":""93200000"",""count"":35208}]"
"ul_rxbytes",35208,138,0,540540,"510837.6961486026",461916,35208,"12111.835808456408","[{""value"":""515424"",""count"":2656},{""value"":""507234"",""count"":1933},{""value"":""523614"",""count"":1511},{""value"":""499044"",""count"":1339},{""value"":""507780"",""count"":1333},{""value"":""520884"",""count"":1165},{""value"":""512148"",""count"":1117},{""value"":""515970"",""count"":1110},{""value"":""524160"",""count"":1051},{""value"":""512694"",""count"":976},{""value"":""504504"",""count"":835},{""value"":""520338"",""count"":787},{""value"":""503958"",""count"":719},{""value"":""511602"",""count"":702},{""value"":""499590"",""count"":645},{""value"":""490854"",""count"":627},{""value"":""531804"",""count"":604},{""value"":""513240"",""count"":593},{""value"":""511056"",""count"":591},{""value"":""519792"",""count"":585},{""value"":""521430"",""count"":514},{""value"":""503412"",""count"":512},{""value"":""495768"",""count"":500},{""value"":""529074"",""count"":472},{""value"":""514878"",""count"":469},{""value"":""506688"",""count"":465},{""value"":""496314"",""count"":428},{""value"":""519246"",""count"":417},{""value"":""528528"",""count"":410},{""value"":""491400"",""count"":395},{""value"":""518700"",""count"":388},{""value"":""505050"",""count"":383},{""value"":""510510"",""count"":372},{""value"":""523068"",""count"":370},{""value"":""502866"",""count"":362},{""value"":""495222"",""count"":319},{""value"":""529620"",""count"":278},{""value"":""498498"",""count"":261},{""value"":""502320"",""count"":257},{""value"":""494676"",""count"":255},{""value"":""514332"",""count"":254},{""value"":""527436"",""count"":251},{""value"":""482664"",""count"":232},{""value"":""527982"",""count"":232},{""value"":""496860"",""count"":224},{""value"":""487578"",""count"":220},{""value"":""521976"",""count"":219},{""value"":""506142"",""count"":203},{""value"":""509964"",""count"":200},{""value"":""487032"",""count"":197},{""value"":""532350"",""count"":191},{""value"":""505596"",""count"":181},{""value"":""488124"",""count"":178},{""value"":""513786"",""count"":178},{""value"":""522522"",""count"":175},{""value"":""518154"",""count"":172},{""value"":""526890"",""count"":159},{""value"":""494130"",""count"":147},{""value"":""490308"",""count"":142},{""value"":""497952"",""count"":139},{""value"":""483210"",""count"":136},{""value"":""501774"",""count"":135},{""value"":""517608"",""count"":116},{""value"":""486486"",""count"":103},{""value"":""531258"",""count"":99},{""value"":""526344"",""count"":95},{""value"":""497406"",""count"":90},{""value"":""509418"",""count"":85},{""value"":""488670"",""count"":81},{""value"":""530712"",""count"":66},{""value"":""489762"",""count"":65},{""value"":""485940"",""count"":61},{""value"":""493584"",""count"":61},{""value"":""537264"",""count"":61},{""value"":""508872"",""count"":60},{""value"":""479388"",""count"":57},{""value"":""489216"",""count"":57},{""value"":""501228"",""count"":55},{""value"":""479934"",""count"":54},{""value"":""474474"",""count"":53},{""value"":""517062"",""count"":53},{""value"":""478842"",""count"":49},{""value"":""536172"",""count"":48},{""value"":""482118"",""count"":47},{""value"":""530166"",""count"":46},{""value"":""516516"",""count"":45},{""value"":""525798"",""count"":43},{""value"":""478296"",""count"":37},{""value"":""508326"",""count"":37},{""value"":""536718"",""count"":34},{""value"":""537810"",""count"":33},{""value"":""524706"",""count"":31},{""value"":""500682"",""count"":30},{""value"":""525252"",""count"":28},{""value"":""500136"",""count"":26},{""value"":""535080"",""count"":26},{""value"":""493038"",""count"":24},{""value"":""535626"",""count"":23},{""value"":""475020"",""count"":21},{""value"":""480480"",""count"":21}]"
"ul_rxpkts",35208,138,0,990,"935.6001760963418",846,35208,"22.182849466034348","[{""value"":""944"",""count"":2656},{""value"":""929"",""count"":1933},{""value"":""959"",""count"":1511},{""value"":""914"",""count"":1339},{""value"":""930"",""count"":1333},{""value"":""954"",""count"":1165},{""value"":""938"",""count"":1117},{""value"":""945"",""count"":1110},{""value"":""960"",""count"":1051},{""value"":""939"",""count"":976},{""value"":""924"",""count"":835},{""value"":""953"",""count"":787},{""value"":""923"",""count"":719},{""value"":""937"",""count"":702},{""value"":""915"",""count"":645},{""value"":""899"",""count"":627},{""value"":""974"",""count"":604},{""value"":""940"",""count"":593},{""value"":""936"",""count"":591},{""value"":""952"",""count"":585},{""value"":""955"",""count"":514},{""value"":""922"",""count"":512},{""value"":""908"",""count"":500},{""value"":""969"",""count"":472},{""value"":""943"",""count"":469},{""value"":""928"",""count"":465},{""value"":""909"",""count"":428},{""value"":""951"",""count"":417},{""value"":""968"",""count"":410},{""value"":""900"",""count"":395},{""value"":""950"",""count"":388},{""value"":""925"",""count"":383},{""value"":""935"",""count"":372},{""value"":""958"",""count"":370},{""value"":""921"",""count"":362},{""value"":""907"",""count"":319},{""value"":""970"",""count"":278},{""value"":""913"",""count"":261},{""value"":""920"",""count"":257},{""value"":""906"",""count"":255},{""value"":""942"",""count"":254},{""value"":""966"",""count"":251},{""value"":""884"",""count"":232},{""value"":""967"",""count"":232},{""value"":""910"",""count"":224},{""value"":""893"",""count"":220},{""value"":""956"",""count"":219},{""value"":""927"",""count"":203},{""value"":""934"",""count"":200},{""value"":""892"",""count"":197},{""value"":""975"",""count"":191},{""value"":""926"",""count"":181},{""value"":""894"",""count"":178},{""value"":""941"",""count"":178},{""value"":""957"",""count"":175},{""value"":""949"",""count"":172},{""value"":""965"",""count"":159},{""value"":""905"",""count"":147},{""value"":""898"",""count"":142},{""value"":""912"",""count"":139},{""value"":""885"",""count"":136},{""value"":""919"",""count"":135},{""value"":""948"",""count"":116},{""value"":""891"",""count"":103},{""value"":""973"",""count"":99},{""value"":""964"",""count"":95},{""value"":""911"",""count"":90},{""value"":""933"",""count"":85},{""value"":""895"",""count"":81},{""value"":""972"",""count"":66},{""value"":""897"",""count"":65},{""value"":""890"",""count"":61},{""value"":""904"",""count"":61},{""value"":""984"",""count"":61},{""value"":""932"",""count"":60},{""value"":""878"",""count"":57},{""value"":""896"",""count"":57},{""value"":""918"",""count"":55},{""value"":""879"",""count"":54},{""value"":""869"",""count"":53},{""value"":""947"",""count"":53},{""value"":""877"",""count"":49},{""value"":""982"",""count"":48},{""value"":""883"",""count"":47},{""value"":""971"",""count"":46},{""value"":""946"",""count"":45},{""value"":""963"",""count"":43},{""value"":""876"",""count"":37},{""value"":""931"",""count"":37},{""value"":""983"",""count"":34},{""value"":""985"",""count"":33},{""value"":""961"",""count"":31},{""value"":""917"",""count"":30},{""value"":""962"",""count"":28},{""value"":""916"",""count"":26},{""value"":""980"",""count"":26},{""value"":""903"",""count"":24},{""value"":""981"",""count"":23},{""value"":""870"",""count"":21},{""value"":""880"",""count"":21}]"
"ul_statStatus",35208,1,1,1792,1792,1792,35208,0,"[{""value"":""1792"",""count"":35208}]"
"ul_toolatepkts",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_tosmax",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_tosmin",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_ttlmax",35208,1,1,250,250,250,35208,0,"[{""value"":""250"",""count"":35208}]"
"ul_ttlmin",35208,1,1,250,250,250,35208,0,"[{""value"":""250"",""count"":35208}]"
"ul_vpriomax",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
"ul_vpriomin",35208,1,1,0,0,0,35208,0,"[{""value"":""0"",""count"":35208}]"
